yyyyWW,Date,Rank,Title,Code,OpenDate,Weekly,Total,Genre
201820,20180514~20180520,7,"안녕, 나의 소녀",20182046,2018-05-16,48655,48835,[{'genreNm': '멜로/로맨스'}]
201820,20180514~20180520,8,마징가 Z: 인피니티,20183321,2018-05-17,13588,13924,"[{'genreNm': '애니메이션'}, {'genreNm': 'SF'}, {'genreNm': '액션'}]"
201820,20180514~20180520,9,당갈,20182561,2018-04-25,12866,97632,"[{'genreNm': '액션'}, {'genreNm': '드라마'}]"
201820,20180514~20180520,10,"부르고뉴, 와인에서 찾은 인생",20176067,2018-05-03,11778,37969,[{'genreNm': '드라마'}]
201821,20180521~20180527,1,독전,20179383,2018-05-22,1808504,1812738,"[{'genreNm': '범죄'}, {'genreNm': '액션'}]"
201821,20180521~20180527,2,데드풀 2,20176848,2018-05-16,1192361,3165696,"[{'genreNm': '액션'}, {'genreNm': '어드벤처'}, {'genreNm': '코미디'}, {'genreNm': 'SF'}]"
201821,20180521~20180527,3,어벤져스: 인피니티 워,20177478,2018-04-25,324243,11014214,"[{'genreNm': '액션'}, {'genreNm': '어드벤처'}, {'genreNm': '판타지'}, {'genreNm': 'SF'}]"
201821,20180521~20180527,4,피터 래빗,20183084,2018-05-16,197438,309924,"[{'genreNm': '애니메이션'}, {'genreNm': '가족'}]"
201821,20180521~20180527,5,트루스 오어 데어,20183801,2018-05-22,184357,184557,"[{'genreNm': '공포(호러)'}, {'genreNm': '스릴러'}]"
201821,20180521~20180527,6,버닝,20173202,2018-05-17,170961,448852,[{'genreNm': '미스터리'}]
201821,20180521~20180527,7,한 솔로: 스타워즈 스토리,20180789,2018-05-24,124399,125023,"[{'genreNm': '액션'}, {'genreNm': 'SF'}]"
201821,20180521~20180527,8,"안녕, 나의 소녀",20182046,2018-05-16,43009,91844,[{'genreNm': '멜로/로맨스'}]
201821,20180521~20180527,9,레슬러,20177005,2018-05-09,41209,765736,"[{'genreNm': '드라마'}, {'genreNm': '코미디'}]"
201821,20180521~20180527,10,위 베어 베어스: 베이비 베어스,20184513,2018-05-24,12110,13114,"[{'genreNm': '애니메이션'}, {'genreNm': '드라마'}, {'genreNm': '가족'}]"
201822,20180528~20180603,1,독전,20179383,2018-05-22,1718530,3531268,"[{'genreNm': '범죄'}, {'genreNm': '액션'}]"
201822,20180528~20180603,2,데드풀 2,20176848,2018-05-16,451310,3617006,"[{'genreNm': '액션'}, {'genreNm': '어드벤처'}, {'genreNm': '코미디'}, {'genreNm': 'SF'}]"
201822,20180528~20180603,3,어벤져스: 인피니티 워,20177478,2018-04-25,122232,11136446,"[{'genreNm': '액션'}, {'genreNm': '어드벤처'}, {'genreNm': '판타지'}, {'genreNm': 'SF'}]"
201822,20180528~20180603,4,트루스 오어 데어,20183801,2018-05-22,104111,288668,"[{'genreNm': '공포(호러)'}, {'genreNm': '스릴러'}]"
201822,20180528~20180603,5,한 솔로: 스타워즈 스토리,20180789,2018-05-24,77927,202950,"[{'genreNm': '액션'}, {'genreNm': 'SF'}]"
201822,20180528~20180603,6,버닝,20173202,2018-05-17,54941,503793,[{'genreNm': '미스터리'}]
201822,20180528~20180603,7,피터 래빗,20183084,2018-05-16,54713,364637,"[{'genreNm': '애니메이션'}, {'genreNm': '가족'}]"
201822,20180528~20180603,8,데자뷰,20173865,2018-05-30,41446,41906,"[{'genreNm': '미스터리'}, {'genreNm': '스릴러'}]"
201822,20180528~20180603,9,"스탠바이, 웬디",20176053,2018-05-30,29241,30268,[{'genreNm': '드라마'}]
201822,20180528~20180603,10,"안녕, 나의 소녀",20182046,2018-05-16,14685,106529,[{'genreNm': '멜로/로맨스'}]
201823,20180604~20180610,1,쥬라기 월드: 폴른 킹덤,20179086,2018-06-06,3223416,3223416,"[{'genreNm': '액션'}, {'genreNm': '어드벤처'}, {'genreNm': 'SF'}]"
201823,20180604~20180610,2,독전,20179383,2018-05-22,973771,4505039,"[{'genreNm': '범죄'}, {'genreNm': '액션'}]"
201823,20180604~20180610,3,데드풀 2,20176848,2018-05-16,136449,3753455,"[{'genreNm': '액션'}, {'genreNm': '어드벤처'}, {'genreNm': '코미디'}, {'genreNm': 'SF'}]"
201823,20180604~20180610,4,극장판 포켓몬스터DP - 디아루가 VS 펄기아 VS 다크라이,20135305,2018-06-06,133846,133846,[{'genreNm': '애니메이션'}]
201823,20180604~20180610,5,아이 필 프리티,20185081,2018-06-06,106305,106454,[{'genreNm': '코미디'}]
201823,20180604~20180610,6,유전,20184801,2018-06-07,90399,90525,[{'genreNm': '공포(호러)'}]
201823,20180604~20180610,7,어벤져스: 인피니티 워,20177478,2018-04-25,40507,11176953,"[{'genreNm': '액션'}, {'genreNm': '어드벤처'}, {'genreNm': '판타지'}, {'genreNm': 'SF'}]"
201823,20180604~20180610,8,벅스 프렌즈,20184261,2018-06-06,26793,27390,[{'genreNm': '애니메이션'}]
201823,20180604~20180610,9,트루스 오어 데어,20183801,2018-05-22,20645,309313,"[{'genreNm': '공포(호러)'}, {'genreNm': '스릴러'}]"
201823,20180604~20180610,10,버닝,20173202,2018-05-17,17877,521670,[{'genreNm': '미스터리'}]
201824,20180611~20180617,1,쥬라기 월드: 폴른 킹덤,20179086,2018-06-06,1529747,4753163,"[{'genreNm': '액션'}, {'genreNm': '어드벤처'}, {'genreNm': 'SF'}]"
201824,20180611~20180617,2,탐정: 리턴즈,20178161,2018-06-13,1020490,1030320,"[{'genreNm': '코미디'}, {'genreNm': '범죄'}]"
201824,20180611~20180617,3,오션스8,20184903,2018-06-13,616329,621060,"[{'genreNm': '액션'}, {'genreNm': '범죄'}]"
201824,20180611~20180617,4,독전,20179383,2018-05-22,321809,4826848,"[{'genreNm': '범죄'}, {'genreNm': '액션'}]"
201824,20180611~20180617,5,아이 필 프리티,20185081,2018-06-06,73047,179501,[{'genreNm': '코미디'}]
201824,20180611~20180617,6,유전,20184801,2018-06-07,57787,148312,[{'genreNm': '공포(호러)'}]
201824,20180611~20180617,7,극장판 포켓몬스터DP - 디아루가 VS 펄기아 VS 다크라이,20135305,2018-06-06,39522,173368,[{'genreNm': '애니메이션'}]
201824,20180611~20180617,8,데드풀 2,20176848,2018-05-16,24241,3777696,"[{'genreNm': '액션'}, {'genreNm': '어드벤처'}, {'genreNm': '코미디'}, {'genreNm': 'SF'}]"
201824,20180611~20180617,9,허스토리,20172469,2018-06-27,12634,14102,[{'genreNm': '드라마'}]
201824,20180611~20180617,10,토니스토리2: 고철왕국의 친구들,20184512,2018-06-13,12415,12415,"[{'genreNm': '애니메이션'}, {'genreNm': '코미디'}, {'genreNm': '어드벤처'}]"
201825,20180618~20180624,1,탐정: 리턴즈,20178161,2018-06-13,1002567,2032887,"[{'genreNm': '코미디'}, {'genreNm': '범죄'}]"
201825,20180618~20180624,2,쥬라기 월드: 폴른 킹덤,20179086,2018-06-06,530282,5283445,"[{'genreNm': '액션'}, {'genreNm': '어드벤처'}, {'genreNm': 'SF'}]"
201825,20180618~20180624,3,오션스8,20184903,2018-06-13,426377,1047437,"[{'genreNm': '액션'}, {'genreNm': '범죄'}]"
201825,20180618~20180624,4,독전,20179383,2018-05-22,151297,4978145,"[{'genreNm': '범죄'}, {'genreNm': '액션'}]"
201825,20180618~20180624,5,미드나잇 선,20184845,2018-06-21,69741,74043,[{'genreNm': '멜로/로맨스'}]
201825,20180618~20180624,6,여중생A,20184101,2018-06-20,62732,64362,[{'genreNm': '드라마'}]
201825,20180618~20180624,7,아이 필 프리티,20185081,2018-06-06,34095,213596,[{'genreNm': '코미디'}]
201825,20180618~20180624,8,아일라,20184689,2018-06-21,22970,23712,"[{'genreNm': '드라마'}, {'genreNm': '전쟁'}]"
201825,20180618~20180624,10,유전,20184801,2018-06-07,19448,167760,[{'genreNm': '공포(호러)'}]
201826,20180625~20180701,1,마녀,20185341,2018-06-27,952428,958786,"[{'genreNm': '미스터리'}, {'genreNm': '액션'}]"
201826,20180625~20180701,2,탐정: 리턴즈,20178161,2018-06-13,796950,2829837,"[{'genreNm': '코미디'}, {'genreNm': '범죄'}]"
201826,20180625~20180701,3,쥬라기 월드: 폴른 킹덤,20179086,2018-06-06,305054,5588499,"[{'genreNm': '액션'}, {'genreNm': '어드벤처'}, {'genreNm': 'SF'}]"
201826,20180625~20180701,4,오션스8,20184903,2018-06-13,237434,1284871,"[{'genreNm': '액션'}, {'genreNm': '범죄'}]"
201826,20180625~20180701,5,허스토리,20172469,2018-06-27,172304,203574,[{'genreNm': '드라마'}]
201826,20180625~20180701,6,시카리오: 데이 오브 솔다도,20184721,2018-06-27,154976,154976,"[{'genreNm': '액션'}, {'genreNm': '범죄'}, {'genreNm': '드라마'}]"
201826,20180625~20180701,7,미드나잇 선,20184845,2018-06-21,92735,166778,[{'genreNm': '멜로/로맨스'}]
201826,20180625~20180701,8,독전,20179383,2018-05-22,74960,5053105,"[{'genreNm': '범죄'}, {'genreNm': '액션'}]"
201826,20180625~20180701,9,빅샤크: 매직체인지,20185001,2018-06-27,58731,59507,[{'genreNm': '애니메이션'}]
201826,20180625~20180701,10,여중생A,20184101,2018-06-20,24300,88662,[{'genreNm': '드라마'}]
201827,20180702~20180708,1,앤트맨과 와스프,20180522,2018-07-04,2626042,2626042,"[{'genreNm': '액션'}, {'genreNm': '어드벤처'}, {'genreNm': 'SF'}]"
201827,20180702~20180708,2,마녀,20185341,2018-06-27,837916,1796702,"[{'genreNm': '미스터리'}, {'genreNm': '액션'}]"
201827,20180702~20180708,3,변산,20174369,2018-07-04,264492,282199,[{'genreNm': '드라마'}]
201827,20180702~20180708,4,탐정: 리턴즈,20178161,2018-06-13,231147,3060984,"[{'genreNm': '코미디'}, {'genreNm': '범죄'}]"
201827,20180702~20180708,5,허스토리,20172469,2018-06-27,74849,278423,[{'genreNm': '드라마'}]
201827,20180702~20180708,6,쥬라기 월드: 폴른 킹덤,20179086,2018-06-06,56453,5644952,"[{'genreNm': '액션'}, {'genreNm': '어드벤처'}, {'genreNm': 'SF'}]"
201827,20180702~20180708,7,시카리오: 데이 오브 솔다도,20184721,2018-06-27,53155,208131,"[{'genreNm': '액션'}, {'genreNm': '범죄'}, {'genreNm': '드라마'}]"
201827,20180702~20180708,8,미드나잇 선,20184845,2018-06-21,52744,219522,[{'genreNm': '멜로/로맨스'}]
201827,20180702~20180708,9,오션스8,20184903,2018-06-13,41921,1326792,"[{'genreNm': '액션'}, {'genreNm': '범죄'}]"
201827,20180702~20180708,10,빅샤크: 매직체인지,20185001,2018-06-27,37062,96569,[{'genreNm': '애니메이션'}]
201828,20180709~20180715,1,앤트맨과 와스프,20180522,2018-07-04,1758345,4384387,"[{'genreNm': '액션'}, {'genreNm': '어드벤처'}, {'genreNm': 'SF'}]"
201828,20180709~20180715,2,마녀,20185341,2018-06-27,680175,2476877,"[{'genreNm': '미스터리'}, {'genreNm': '액션'}]"
201828,20180709~20180715,3,스카이스크래퍼,20181443,2018-07-11,615091,615937,"[{'genreNm': '액션'}, {'genreNm': '스릴러'}]"
201828,20180709~20180715,4,속닥속닥,20180282,2018-07-13,163278,164139,"[{'genreNm': '공포(호러)'}, {'genreNm': '미스터리'}]"
201828,20180709~20180715,5,변산,20174369,2018-07-04,156292,438491,[{'genreNm': '드라마'}]
201828,20180709~20180715,6,탐정: 리턴즈,20178161,2018-06-13,72002,3132986,"[{'genreNm': '코미디'}, {'genreNm': '범죄'}]"
201828,20180709~20180715,7,미드나잇 선,20184845,2018-06-21,41319,260841,[{'genreNm': '멜로/로맨스'}]
201828,20180709~20180715,8,허스토리,20172469,2018-06-27,32336,310759,[{'genreNm': '드라마'}]
201828,20180709~20180715,9,빅샤크: 매직체인지,20185001,2018-06-27,28339,124908,[{'genreNm': '애니메이션'}]
201828,20180709~20180715,10,"오늘 밤, 로맨스 극장에서",20182564,2018-07-11,19969,24419,"[{'genreNm': '판타지'}, {'genreNm': '멜로/로맨스'}]"
201829,20180716~20180722,1,인크레더블 2,20183361,2018-07-18,1359279,1364502,"[{'genreNm': '애니메이션'}, {'genreNm': '액션'}, {'genreNm': '어드벤처'}, {'genreNm': '코미디'}, {'genreNm': '가족'}]"
201829,20180716~20180722,2,앤트맨과 와스프,20180522,2018-07-04,818508,5202895,"[{'genreNm': '액션'}, {'genreNm': '어드벤처'}, {'genreNm': 'SF'}]"
201829,20180716~20180722,3,마녀,20185341,2018-06-27,523404,3000281,"[{'genreNm': '미스터리'}, {'genreNm': '액션'}]"
201829,20180716~20180722,4,스카이스크래퍼,20181443,2018-07-11,335751,951688,"[{'genreNm': '액션'}, {'genreNm': '스릴러'}]"
201829,20180716~20180722,5,독전: 익스텐디드 컷,20188042,2018-07-18,111528,111528,"[{'genreNm': '범죄'}, {'genreNm': '액션'}]"
201829,20180716~20180722,6,호텔 아르테미스,20185621,2018-07-18,64764,64950,"[{'genreNm': '액션'}, {'genreNm': '범죄'}]"
201829,20180716~20180722,7,속닥속닥,20180282,2018-07-13,48368,212507,"[{'genreNm': '공포(호러)'}, {'genreNm': '미스터리'}]"
201829,20180716~20180722,8,미드나잇 선,20184845,2018-06-21,45806,306647,[{'genreNm': '멜로/로맨스'}]
201829,20180716~20180722,9,변산,20174369,2018-07-04,41765,480256,[{'genreNm': '드라마'}]
201829,20180716~20180722,10,신은 죽지 않았다 3: 어둠 속의 빛,20186001,2018-07-19,33292,40669,[{'genreNm': '드라마'}]
201830,20180723~20180729,1,미션 임파서블: 폴아웃,20181181,2018-07-25,3295852,3299579,"[{'genreNm': '액션'}, {'genreNm': '스릴러'}]"
201830,20180723~20180729,2,인크레더블 2,20183361,2018-07-18,899723,2264225,"[{'genreNm': '애니메이션'}, {'genreNm': '액션'}, {'genreNm': '어드벤처'}, {'genreNm': '코미디'}, {'genreNm': '가족'}]"
201830,20180723~20180729,3,인랑,20170942,2018-07-25,756884,759315,"[{'genreNm': 'SF'}, {'genreNm': '액션'}]"
201830,20180723~20180729,4,신비아파트: 금빛 도깨비와 비밀의 동굴,20185242,2018-07-25,317299,318933,"[{'genreNm': '애니메이션'}, {'genreNm': '판타지'}, {'genreNm': '어드벤처'}]"
201830,20180723~20180729,5,앤트맨과 와스프,20180522,2018-07-04,202086,5404981,"[{'genreNm': '액션'}, {'genreNm': '어드벤처'}, {'genreNm': 'SF'}]"
201830,20180723~20180729,6,마녀,20185341,2018-06-27,163637,3163918,"[{'genreNm': '미스터리'}, {'genreNm': '액션'}]"
201830,20180723~20180729,7,스카이스크래퍼,20181443,2018-07-11,48290,999978,"[{'genreNm': '액션'}, {'genreNm': '스릴러'}]"
201830,20180723~20180729,8,어느 가족,20186121,2018-07-26,37403,38582,[{'genreNm': '드라마'}]
201830,20180723~20180729,9,독전: 익스텐디드 컷,20188042,2018-07-18,25357,136885,"[{'genreNm': '범죄'}, {'genreNm': '액션'}]"
201830,20180723~20180729,10,신은 죽지 않았다 3: 어둠 속의 빛,20186001,2018-07-19,22378,63047,[{'genreNm': '드라마'}]
201831,20180730~20180805,1,신과함께-인과 연,20186202,2018-08-01,6182041,6193754,"[{'genreNm': '판타지'}, {'genreNm': '드라마'}]"
201831,20180730~20180805,2,미션 임파서블: 폴아웃,20181181,2018-07-25,2195605,5495184,"[{'genreNm': '액션'}, {'genreNm': '스릴러'}]"
201831,20180730~20180805,3,인크레더블 2,20183361,2018-07-18,625203,2889428,"[{'genreNm': '애니메이션'}, {'genreNm': '액션'}, {'genreNm': '어드벤처'}, {'genreNm': '코미디'}, {'genreNm': '가족'}]"
201831,20180730~20180805,4,극장판 헬로카봇 : 백악기 시대,20186501,2018-08-01,618428,621788,[{'genreNm': '애니메이션'}]
201831,20180730~20180805,5,신비아파트: 금빛 도깨비와 비밀의 동굴,20185242,2018-07-25,303027,621960,"[{'genreNm': '애니메이션'}, {'genreNm': '판타지'}, {'genreNm': '어드벤처'}]"
201831,20180730~20180805,6,인랑,20170942,2018-07-25,131993,891308,"[{'genreNm': 'SF'}, {'genreNm': '액션'}]"
201831,20180730~20180805,7,맘마미아!2,20181942,2018-08-08,68527,75214,[{'genreNm': '뮤지컬'}]
201831,20180730~20180805,8,어느 가족,20186121,2018-07-26,53711,92293,[{'genreNm': '드라마'}]
201831,20180730~20180805,9,앤트맨과 와스프,20180522,2018-07-04,39820,5444801,"[{'genreNm': '액션'}, {'genreNm': '어드벤처'}, {'genreNm': 'SF'}]"
201831,20180730~20180805,10,마녀,20185341,2018-06-27,24487,3188405,"[{'genreNm': '미스터리'}, {'genreNm': '액션'}]"
201832,20180806~20180812,1,신과함께-인과 연,20186202,2018-08-01,3437475,9631229,"[{'genreNm': '판타지'}, {'genreNm': '드라마'}]"
201832,20180806~20180812,2,공작,20179101,2018-08-08,2058091,2066490,[{'genreNm': '드라마'}]
201832,20180806~20180812,3,맘마미아!2,20181942,2018-08-08,786242,861456,[{'genreNm': '뮤지컬'}]
201832,20180806~20180812,4,미션 임파서블: 폴아웃,20181181,2018-07-25,657379,6152563,"[{'genreNm': '액션'}, {'genreNm': '스릴러'}]"
201832,20180806~20180812,5,몬스터 호텔 3,20184802,2018-08-08,511134,511348,"[{'genreNm': '애니메이션'}, {'genreNm': '코미디'}, {'genreNm': '가족'}, {'genreNm': '판타지'}]"
201832,20180806~20180812,6,명탐정 코난 : 제로의 집행인,20187427,2018-08-08,281327,282149,[{'genreNm': '애니메이션'}]
201832,20180806~20180812,7,극장판 헬로카봇 : 백악기 시대,20186501,2018-08-01,163553,785341,[{'genreNm': '애니메이션'}]
201832,20180806~20180812,8,인크레더블 2,20183361,2018-07-18,108587,2998015,"[{'genreNm': '애니메이션'}, {'genreNm': '액션'}, {'genreNm': '어드벤처'}, {'genreNm': '코미디'}, {'genreNm': '가족'}]"
201832,20180806~20180812,9,신비아파트: 금빛 도깨비와 비밀의 동굴,20185242,2018-07-25,45919,667879,"[{'genreNm': '애니메이션'}, {'genreNm': '판타지'}, {'genreNm': '어드벤처'}]"
201832,20180806~20180812,10,어느 가족,20186121,2018-07-26,31594,123887,[{'genreNm': '드라마'}]
201833,20180813~20180819,1,공작,20179101,2018-08-08,1975086,4041576,[{'genreNm': '드라마'}]
201833,20180813~20180819,2,신과함께-인과 연,20186202,2018-08-01,1688614,11319843,"[{'genreNm': '판타지'}, {'genreNm': '드라마'}]"
201833,20180813~20180819,3,목격자,20170670,2018-08-15,1344363,1365429,[{'genreNm': '스릴러'}]
201833,20180813~20180819,4,맘마미아!2,20181942,2018-08-08,720754,1582210,[{'genreNm': '뮤지컬'}]
201833,20180813~20180819,5,메가로돈,20183584,2018-08-15,413426,413426,"[{'genreNm': '액션'}, {'genreNm': '공포(호러)'}, {'genreNm': 'SF'}]"
201833,20180813~20180819,6,몬스터 호텔 3,20184802,2018-08-08,393158,904506,"[{'genreNm': '애니메이션'}, {'genreNm': '코미디'}, {'genreNm': '가족'}, {'genreNm': '판타지'}]"
201833,20180813~20180819,7,미션 임파서블: 폴아웃,20181181,2018-07-25,281166,6433729,"[{'genreNm': '액션'}, {'genreNm': '스릴러'}]"
201833,20180813~20180819,8,극장판 도라에몽: 진구의 보물섬,20187641,2018-08-15,136993,138640,"[{'genreNm': '애니메이션'}, {'genreNm': 'SF'}, {'genreNm': '어드벤처'}]"
201833,20180813~20180819,9,명탐정 코난 : 제로의 집행인,20187427,2018-08-08,95108,377257,[{'genreNm': '애니메이션'}]
201833,20180813~20180819,10,극장판 헬로카봇 : 백악기 시대,20186501,2018-08-01,68889,854230,[{'genreNm': '애니메이션'}]
201834,20180820~20180826,1,너의 결혼식,20153446,2018-08-22,877096,901602,[{'genreNm': '멜로/로맨스'}]
201834,20180820~20180826,2,목격자,20170670,2018-08-15,831786,2197215,[{'genreNm': '스릴러'}]
201834,20180820~20180826,3,공작,20179101,2018-08-08,621046,4662622,[{'genreNm': '드라마'}]
201834,20180820~20180826,4,신과함께-인과 연,20186202,2018-08-01,561730,11881573,"[{'genreNm': '판타지'}, {'genreNm': '드라마'}]"
201834,20180820~20180826,5,맘마미아!2,20181942,2018-08-08,374831,1957041,[{'genreNm': '뮤지컬'}]
201834,20180820~20180826,6,나를 차버린 스파이,20187647,2018-08-22,155032,163992,"[{'genreNm': '액션'}, {'genreNm': '코미디'}]"
201834,20180820~20180826,7,몬스터 호텔 3,20184802,2018-08-08,119124,1023630,"[{'genreNm': '애니메이션'}, {'genreNm': '코미디'}, {'genreNm': '가족'}, {'genreNm': '판타지'}]"
201834,20180820~20180826,8,메가로돈,20183584,2018-08-15,102110,515536,"[{'genreNm': '액션'}, {'genreNm': '공포(호러)'}, {'genreNm': 'SF'}]"
201834,20180820~20180826,9,미션 임파서블: 폴아웃,20181181,2018-07-25,95113,6528842,"[{'genreNm': '액션'}, {'genreNm': '스릴러'}]"
201834,20180820~20180826,10,마일22,20187657,2018-08-23,51142,51350,"[{'genreNm': '액션'}, {'genreNm': '어드벤처'}, {'genreNm': '스릴러'}]"
201835,20180827~20180902,1,너의 결혼식,20153446,2018-08-22,1047762,1949364,[{'genreNm': '멜로/로맨스'}]
201835,20180827~20180902,2,서치,20185046,2018-08-29,567867,570893,[{'genreNm': '드라마'}]
201835,20180827~20180902,3,상류사회,20177537,2018-08-29,506864,508651,[{'genreNm': '드라마'}]
201835,20180827~20180902,4,목격자,20170670,2018-08-15,256423,2453638,[{'genreNm': '스릴러'}]
201835,20180827~20180902,5,신과함께-인과 연,20186202,2018-08-01,247035,12128608,"[{'genreNm': '판타지'}, {'genreNm': '드라마'}]"
201835,20180827~20180902,6,공작,20179101,2018-08-08,216964,4879586,[{'genreNm': '드라마'}]
201835,20180827~20180902,7,맘마미아!2,20181942,2018-08-08,202084,2159125,[{'genreNm': '뮤지컬'}]
201835,20180827~20180902,8,나를 차버린 스파이,20187647,2018-08-22,71061,235053,"[{'genreNm': '액션'}, {'genreNm': '코미디'}]"
201835,20180827~20180902,9,미션 임파서블: 폴아웃,20181181,2018-07-25,38257,6567099,"[{'genreNm': '액션'}, {'genreNm': '스릴러'}]"
201835,20180827~20180902,10,그래비티,20139221,2013-10-17,33356,3262924,"[{'genreNm': 'SF'}, {'genreNm': '드라마'}]"
201836,20180903~20180909,1,서치,20185046,2018-08-29,1164746,1735639,[{'genreNm': '드라마'}]
201836,20180903~20180909,2,너의 결혼식,20153446,2018-08-22,573427,2522791,[{'genreNm': '멜로/로맨스'}]
201836,20180903~20180909,3,상류사회,20177537,2018-08-29,208636,717287,[{'genreNm': '드라마'}]
201836,20180903~20180909,4,업그레이드,20189362,2018-09-06,109140,109579,[{'genreNm': '액션'}]
201836,20180903~20180909,5,신과함께-인과 연,20186202,2018-08-01,102777,12231385,"[{'genreNm': '판타지'}, {'genreNm': '드라마'}]"
201836,20180903~20180909,6,맘마미아!2,20181942,2018-08-08,87159,2246284,[{'genreNm': '뮤지컬'}]
201836,20180903~20180909,7,공작,20179101,2018-08-08,69999,4949585,[{'genreNm': '드라마'}]
201836,20180903~20180909,8,목격자,20170670,2018-08-15,58521,2512159,[{'genreNm': '스릴러'}]
201836,20180903~20180909,9,어드리프트:우리가 함께한 바다,20189261,2018-09-06,40299,41977,"[{'genreNm': '멜로/로맨스'}, {'genreNm': '드라마'}]"
201836,20180903~20180909,10,나를 차버린 스파이,20187647,2018-08-22,22963,258016,"[{'genreNm': '액션'}, {'genreNm': '코미디'}]"
201837,20180910~20180916,1,서치,20185046,2018-08-29,781851,2517490,[{'genreNm': '드라마'}]
201837,20180910~20180916,2,물괴,20156554,2018-09-12,612631,613890,"[{'genreNm': '액션'}, {'genreNm': '사극'}]"
201837,20180910~20180916,3,너의 결혼식,20153446,2018-08-22,250028,2772819,[{'genreNm': '멜로/로맨스'}]
201837,20180910~20180916,4,더 프레데터,20188581,2018-09-12,149398,149398,"[{'genreNm': 'SF'}, {'genreNm': '액션'}, {'genreNm': '스릴러'}]"
201837,20180910~20180916,5,업그레이드,20189362,2018-09-06,68574,178153,[{'genreNm': '액션'}]
201837,20180910~20180916,6,상류사회,20177537,2018-08-29,43658,760945,[{'genreNm': '드라마'}]
201837,20180910~20180916,7,맘마미아!2,20181942,2018-08-08,33836,2280120,[{'genreNm': '뮤지컬'}]
201837,20180910~20180916,8,신과함께-인과 연,20186202,2018-08-01,33428,12264813,"[{'genreNm': '판타지'}, {'genreNm': '드라마'}]"
201837,20180910~20180916,9,공작,20179101,2018-08-08,18740,4968325,[{'genreNm': '드라마'}]
201837,20180910~20180916,10,안시성,20176122,2018-09-19,14909,14909,"[{'genreNm': '사극'}, {'genreNm': '액션'}]"
201838,20180917~20180923,1,안시성,20176122,2018-09-19,1395655,1410564,"[{'genreNm': '사극'}, {'genreNm': '액션'}]"
201838,20180917~20180923,2,명당,20172204,2018-09-19,752243,759842,[{'genreNm': '사극'}]
201838,20180917~20180923,3,협상,20177308,2018-09-19,607063,618547,[{'genreNm': '범죄'}]
201838,20180917~20180923,4,더 넌,20189262,2018-09-19,541183,544834,[{'genreNm': '공포(호러)'}]
201838,20180917~20180923,5,서치,20185046,2018-08-29,218718,2736208,[{'genreNm': '드라마'}]
201838,20180917~20180923,6,물괴,20156554,2018-09-12,88206,702096,"[{'genreNm': '액션'}, {'genreNm': '사극'}]"
201838,20180917~20180923,7,극장판 요괴워치 섀도사이드: 도깨비왕의 부활,20188304,2018-09-20,45791,46616,[{'genreNm': '애니메이션'}]
201838,20180917~20180923,8,너의 결혼식,20153446,2018-08-22,39407,2812226,[{'genreNm': '멜로/로맨스'}]
201838,20180917~20180923,9,루이스,20189268,2018-09-20,26330,30262,[{'genreNm': '애니메이션'}]
201838,20180917~20180923,10,더 프레데터,20188581,2018-09-12,20416,169814,"[{'genreNm': 'SF'}, {'genreNm': '액션'}, {'genreNm': '스릴러'}]"
201839,20180924~20180930,1,안시성,20176122,2018-09-19,3121393,4531957,"[{'genreNm': '사극'}, {'genreNm': '액션'}]"
201839,20180924~20180930,2,명당,20172204,2018-09-19,1211362,1971204,[{'genreNm': '사극'}]
201839,20180924~20180930,3,협상,20177308,2018-09-19,1125395,1743942,[{'genreNm': '범죄'}]
201839,20180924~20180930,4,더 넌,20189262,2018-09-19,419820,964654,[{'genreNm': '공포(호러)'}]
201839,20180924~20180930,5,원더풀 고스트,20167903,2018-09-26,371425,377743,"[{'genreNm': '코미디'}, {'genreNm': '드라마'}, {'genreNm': '범죄'}]"
201839,20180924~20180930,6,서치,20185046,2018-08-29,182013,2918221,[{'genreNm': '드라마'}]
201839,20180924~20180930,7,극장판 요괴워치 섀도사이드: 도깨비왕의 부활,20188304,2018-09-20,104438,151054,[{'genreNm': '애니메이션'}]
201839,20180924~20180930,8,루이스,20189268,2018-09-20,59239,89501,[{'genreNm': '애니메이션'}]
201839,20180924~20180930,9,에그엔젤 코코밍: 두근두근 핼러윈 파티,20180167,2018-09-22,26043,42980,[{'genreNm': '애니메이션'}]
201839,20180924~20180930,10,극장판 뽀잉: 슈퍼 변신의 비밀,20189746,2018-09-20,20096,35688,[{'genreNm': '애니메이션'}]
201840,20181001~20181007,1,베놈,20177221,2018-10-03,2081202,2081202,"[{'genreNm': '액션'}, {'genreNm': 'SF'}, {'genreNm': '스릴러'}]"
201840,20181001~20181007,2,암수살인,20179189,2018-10-03,1595753,1612454,"[{'genreNm': '범죄'}, {'genreNm': '드라마'}]"
201840,20181001~20181007,3,안시성,20176122,2018-09-19,602000,5133957,"[{'genreNm': '사극'}, {'genreNm': '액션'}]"
201840,20181001~20181007,4,곰돌이 푸 다시 만나 행복해,20189123,2018-10-03,225803,227697,[{'genreNm': '어드벤처'}]
201840,20181001~20181007,5,협상,20177308,2018-09-19,187992,1931934,[{'genreNm': '범죄'}]
201840,20181001~20181007,6,명당,20172204,2018-09-19,95261,2066465,[{'genreNm': '사극'}]
