0,1,2
20183096,생일,[{'genreNm': '드라마'}]
20183773,장난스런 키스,[{'genreNm': '멜로/로맨스'}]
20181877,캡틴 마블,"[{'genreNm': '액션'}, {'genreNm': '어드벤처'}, {'genreNm': 'SF'}]"
20196025,덤보,"[{'genreNm': '가족'}, {'genreNm': '판타지'}]"
20197092,로망,[{'genreNm': '멜로/로맨스'}]
20198146,콜레트,[{'genreNm': '드라마'}]
20198104,바이스,[{'genreNm': '드라마'}]
20183096,생일,[{'genreNm': '드라마'}]
20185406,헬보이,"[{'genreNm': '액션'}, {'genreNm': '어드벤처'}, {'genreNm': '판타지'}]"
20176103,돈,[{'genreNm': '범죄'}]
20180825,미성년,[{'genreNm': '드라마'}]
20196244,샤잠!,[{'genreNm': '액션'}]
20185352,어스,"[{'genreNm': '공포(호러)'}, {'genreNm': '스릴러'}]"
20197423,공포의 묘지,"[{'genreNm': '공포(호러)'}, {'genreNm': '스릴러'}]"
20183773,장난스런 키스,[{'genreNm': '멜로/로맨스'}]
20198104,바이스,[{'genreNm': '드라마'}]
20198403,파이브 피트,"[{'genreNm': '드라마'}, {'genreNm': '멜로/로맨스'}]"
20183096,생일,[{'genreNm': '드라마'}]
20183454,요로나의 저주,[{'genreNm': '공포(호러)'}]
20180825,미성년,[{'genreNm': '드라마'}]
20185406,헬보이,"[{'genreNm': '액션'}, {'genreNm': '어드벤처'}, {'genreNm': '판타지'}]"
20176103,돈,[{'genreNm': '범죄'}]
20198982,크게 될 놈,[{'genreNm': '드라마'}]
20181877,캡틴 마블,"[{'genreNm': '액션'}, {'genreNm': '어드벤처'}, {'genreNm': 'SF'}]"
20182501,왓칭,"[{'genreNm': '공포(호러)'}, {'genreNm': '스릴러'}]"
20198104,바이스,[{'genreNm': '드라마'}]
20198844,아이 엠 마더,"[{'genreNm': '액션'}, {'genreNm': '드라마'}, {'genreNm': '스릴러'}]"
20184889,어벤져스: 엔드게임,"[{'genreNm': '액션'}, {'genreNm': 'SF'}]"
20198183,뽀로로 극장판 보물섬 대모험,"[{'genreNm': '애니메이션'}, {'genreNm': '가족'}]"
20183096,생일,[{'genreNm': '드라마'}]
20183454,요로나의 저주,[{'genreNm': '공포(호러)'}]
20180825,미성년,[{'genreNm': '드라마'}]
20198982,크게 될 놈,[{'genreNm': '드라마'}]
20181877,캡틴 마블,"[{'genreNm': '액션'}, {'genreNm': '어드벤처'}, {'genreNm': 'SF'}]"
19990220,노팅 힐,"[{'genreNm': '멜로/로맨스'}, {'genreNm': '코미디'}]"
20176103,돈,[{'genreNm': '범죄'}]
20198104,바이스,[{'genreNm': '드라마'}]
20184889,어벤져스: 엔드게임,"[{'genreNm': '액션'}, {'genreNm': 'SF'}]"
20185784,나의 특별한 형제,"[{'genreNm': '드라마'}, {'genreNm': '코미디'}]"
20198183,뽀로로 극장판 보물섬 대모험,"[{'genreNm': '애니메이션'}, {'genreNm': '가족'}]"
20198598,명탐정 피카츄,"[{'genreNm': '액션'}, {'genreNm': '어드벤처'}, {'genreNm': '코미디'}]"
20197147,어글리 돌,[{'genreNm': '애니메이션'}]
20183096,생일,[{'genreNm': '드라마'}]
20181877,캡틴 마블,"[{'genreNm': '액션'}, {'genreNm': '어드벤처'}, {'genreNm': 'SF'}]"
20169323,안도 타다오,[{'genreNm': '다큐멘터리'}]
20060347,판의 미로 - 오필리아와 세 개의 열쇠,"[{'genreNm': '드라마'}, {'genreNm': '판타지'}, {'genreNm': '전쟁'}]"
20199736,프렌즈: 둥지탈출,"[{'genreNm': '애니메이션'}, {'genreNm': '어드벤처'}, {'genreNm': '코미디'}]"
20184889,어벤져스: 엔드게임,"[{'genreNm': '액션'}, {'genreNm': 'SF'}]"
20185784,나의 특별한 형제,"[{'genreNm': '드라마'}, {'genreNm': '코미디'}]"
20184082,걸캅스,"[{'genreNm': '코미디'}, {'genreNm': '액션'}]"
20198598,명탐정 피카츄,"[{'genreNm': '액션'}, {'genreNm': '어드벤처'}, {'genreNm': '코미디'}]"
20198183,뽀로로 극장판 보물섬 대모험,"[{'genreNm': '애니메이션'}, {'genreNm': '가족'}]"
20185384,호텔 뭄바이,[{'genreNm': '스릴러'}]
20188941,악인전,"[{'genreNm': '범죄'}, {'genreNm': '액션'}]"
20187981,배심원들,[{'genreNm': '드라마'}]
20197147,어글리 돌,[{'genreNm': '애니메이션'}]
20169323,안도 타다오,[{'genreNm': '다큐멘터리'}]
20188941,악인전,"[{'genreNm': '범죄'}, {'genreNm': '액션'}]"
20184889,어벤져스: 엔드게임,"[{'genreNm': '액션'}, {'genreNm': 'SF'}]"
20184082,걸캅스,"[{'genreNm': '코미디'}, {'genreNm': '액션'}]"
20198598,명탐정 피카츄,"[{'genreNm': '액션'}, {'genreNm': '어드벤처'}, {'genreNm': '코미디'}]"
20187981,배심원들,[{'genreNm': '드라마'}]
20185784,나의 특별한 형제,"[{'genreNm': '드라마'}, {'genreNm': '코미디'}]"
20198183,뽀로로 극장판 보물섬 대모험,"[{'genreNm': '애니메이션'}, {'genreNm': '가족'}]"
20185384,호텔 뭄바이,[{'genreNm': '스릴러'}]
20198597,교회오빠,[{'genreNm': '다큐멘터리'}]
20197503,서스페리아,[{'genreNm': '공포(호러)'}]
20188941,악인전,"[{'genreNm': '범죄'}, {'genreNm': '액션'}]"
20183867,알라딘,"[{'genreNm': '어드벤처'}, {'genreNm': '가족'}, {'genreNm': '판타지'}]"
20184082,걸캅스,"[{'genreNm': '코미디'}, {'genreNm': '액션'}]"
20184889,어벤져스: 엔드게임,"[{'genreNm': '액션'}, {'genreNm': 'SF'}]"
20199448,어린 의뢰인,"[{'genreNm': '드라마'}, {'genreNm': '가족'}]"
20187981,배심원들,[{'genreNm': '드라마'}]
20199822,더 보이,"[{'genreNm': '공포(호러)'}, {'genreNm': 'SF'}]"
20198598,명탐정 피카츄,"[{'genreNm': '액션'}, {'genreNm': '어드벤처'}, {'genreNm': '코미디'}]"
20185784,나의 특별한 형제,"[{'genreNm': '드라마'}, {'genreNm': '코미디'}]"
20198597,교회오빠,[{'genreNm': '다큐멘터리'}]
20183782,기생충,[{'genreNm': '드라마'}]
20183867,알라딘,"[{'genreNm': '어드벤처'}, {'genreNm': '가족'}, {'genreNm': '판타지'}]"
20188941,악인전,"[{'genreNm': '범죄'}, {'genreNm': '액션'}]"
20184865,고질라: 킹 오브 몬스터,"[{'genreNm': '액션'}, {'genreNm': '어드벤처'}, {'genreNm': 'SF'}]"
20188144,0.0MHz,[{'genreNm': '공포(호러)'}]
20184889,어벤져스: 엔드게임,"[{'genreNm': '액션'}, {'genreNm': 'SF'}]"
20184082,걸캅스,"[{'genreNm': '코미디'}, {'genreNm': '액션'}]"
20199448,어린 의뢰인,"[{'genreNm': '드라마'}, {'genreNm': '가족'}]"
20198597,교회오빠,[{'genreNm': '다큐멘터리'}]
20199822,더 보이,"[{'genreNm': '공포(호러)'}, {'genreNm': 'SF'}]"
20183782,기생충,[{'genreNm': '드라마'}]
20183867,알라딘,"[{'genreNm': '어드벤처'}, {'genreNm': '가족'}, {'genreNm': '판타지'}]"
20182387,엑스맨: 다크 피닉스,"[{'genreNm': '액션'}, {'genreNm': '어드벤처'}, {'genreNm': 'SF'}]"
19880001,이웃집 토토로,"[{'genreNm': '애니메이션'}, {'genreNm': '드라마'}]"
20198291,로켓맨,"[{'genreNm': '드라마'}, {'genreNm': '판타지'}]"
20188941,악인전,"[{'genreNm': '범죄'}, {'genreNm': '액션'}]"
20184865,고질라: 킹 오브 몬스터,"[{'genreNm': '액션'}, {'genreNm': '어드벤처'}, {'genreNm': 'SF'}]"
20199063,빅샤크2: 해저2만리,"[{'genreNm': '애니메이션'}, {'genreNm': '어드벤처'}]"
20184889,어벤져스: 엔드게임,"[{'genreNm': '액션'}, {'genreNm': 'SF'}]"
20188144,0.0MHz,[{'genreNm': '공포(호러)'}]
20183867,알라딘,"[{'genreNm': '어드벤처'}, {'genreNm': '가족'}, {'genreNm': '판타지'}]"
20183782,기생충,[{'genreNm': '드라마'}]
20196657,맨 인 블랙: 인터내셔널,"[{'genreNm': '액션'}, {'genreNm': '코미디'}, {'genreNm': 'SF'}]"
20182387,엑스맨: 다크 피닉스,"[{'genreNm': '액션'}, {'genreNm': '어드벤처'}, {'genreNm': 'SF'}]"
20190273,천로역정: 천국을 찾아서,"[{'genreNm': '애니메이션'}, {'genreNm': '어드벤처'}]"
19880001,이웃집 토토로,"[{'genreNm': '애니메이션'}, {'genreNm': '드라마'}]"
20191401,업사이드,"[{'genreNm': '코미디'}, {'genreNm': '드라마'}]"
20198291,로켓맨,"[{'genreNm': '드라마'}, {'genreNm': '판타지'}]"
20190466,세상을 바꾼 변호인,[{'genreNm': '드라마'}]
20184889,어벤져스: 엔드게임,"[{'genreNm': '액션'}, {'genreNm': 'SF'}]"
20183867,알라딘,"[{'genreNm': '어드벤처'}, {'genreNm': '가족'}, {'genreNm': '판타지'}]"
20184047,토이 스토리 4,"[{'genreNm': '애니메이션'}, {'genreNm': '어드벤처'}, {'genreNm': '코미디'}]"
20183782,기생충,[{'genreNm': '드라마'}]
20198453,롱 리브 더 킹: 목포 영웅,"[{'genreNm': '액션'}, {'genreNm': '드라마'}]"
20196657,맨 인 블랙: 인터내셔널,"[{'genreNm': '액션'}, {'genreNm': '코미디'}, {'genreNm': 'SF'}]"
20196655,존 윅 3: 파라벨룸,"[{'genreNm': '액션'}, {'genreNm': '범죄'}, {'genreNm': '스릴러'}]"
20190273,천로역정: 천국을 찾아서,"[{'genreNm': '애니메이션'}, {'genreNm': '어드벤처'}]"
20190885,사탄의 인형,[{'genreNm': '공포(호러)'}]
20182387,엑스맨: 다크 피닉스,"[{'genreNm': '액션'}, {'genreNm': '어드벤처'}, {'genreNm': 'SF'}]"
20190466,세상을 바꾼 변호인,[{'genreNm': '드라마'}]
20183867,알라딘,"[{'genreNm': '어드벤처'}, {'genreNm': '가족'}, {'genreNm': '판타지'}]"
20184047,토이 스토리 4,"[{'genreNm': '애니메이션'}, {'genreNm': '어드벤처'}, {'genreNm': '코미디'}]"
20196655,존 윅 3: 파라벨룸,"[{'genreNm': '액션'}, {'genreNm': '범죄'}, {'genreNm': '스릴러'}]"
20183782,기생충,[{'genreNm': '드라마'}]
20198453,롱 리브 더 킹: 목포 영웅,"[{'genreNm': '액션'}, {'genreNm': '드라마'}]"
20199951,애나벨 집으로,"[{'genreNm': '공포(호러)'}, {'genreNm': '미스터리'}, {'genreNm': '스릴러'}]"
20182585,비스트,"[{'genreNm': '범죄'}, {'genreNm': '스릴러'}]"
20190273,천로역정: 천국을 찾아서,"[{'genreNm': '애니메이션'}, {'genreNm': '어드벤처'}]"
20192022,마담 싸이코,"[{'genreNm': '공포(호러)'}, {'genreNm': '스릴러'}]"
20196657,맨 인 블랙: 인터내셔널,"[{'genreNm': '액션'}, {'genreNm': '코미디'}, {'genreNm': 'SF'}]"
20196309,스파이더맨: 파 프롬 홈,"[{'genreNm': '액션'}, {'genreNm': '어드벤처'}, {'genreNm': '코미디'}, {'genreNm': 'SF'}]"
20183867,알라딘,"[{'genreNm': '어드벤처'}, {'genreNm': '가족'}, {'genreNm': '판타지'}]"
20184047,토이 스토리 4,"[{'genreNm': '애니메이션'}, {'genreNm': '어드벤처'}, {'genreNm': '코미디'}]"
20183782,기생충,[{'genreNm': '드라마'}]
20196655,존 윅 3: 파라벨룸,"[{'genreNm': '액션'}, {'genreNm': '범죄'}, {'genreNm': '스릴러'}]"
20199951,애나벨 집으로,"[{'genreNm': '공포(호러)'}, {'genreNm': '미스터리'}, {'genreNm': '스릴러'}]"
20198453,롱 리브 더 킹: 목포 영웅,"[{'genreNm': '액션'}, {'genreNm': '드라마'}]"
20190273,천로역정: 천국을 찾아서,"[{'genreNm': '애니메이션'}, {'genreNm': '어드벤처'}]"
20182585,비스트,"[{'genreNm': '범죄'}, {'genreNm': '스릴러'}]"
20192591,BIFAN2019 판타스틱 단편 걸작선 1,[{'genreNm': '기타'}]
20196309,스파이더맨: 파 프롬 홈,"[{'genreNm': '액션'}, {'genreNm': '어드벤처'}, {'genreNm': '코미디'}, {'genreNm': 'SF'}]"
20183867,알라딘,"[{'genreNm': '어드벤처'}, {'genreNm': '가족'}, {'genreNm': '판타지'}]"
20184047,토이 스토리 4,"[{'genreNm': '애니메이션'}, {'genreNm': '어드벤처'}, {'genreNm': '코미디'}]"
20185353,기방도령,"[{'genreNm': '코미디'}, {'genreNm': '사극'}]"
20183782,기생충,[{'genreNm': '드라마'}]
20185986,진범,[{'genreNm': '스릴러'}]
20191601,극장판 엉덩이 탐정: 화려한 사건 수첩,[{'genreNm': '애니메이션'}]
20199951,애나벨 집으로,"[{'genreNm': '공포(호러)'}, {'genreNm': '미스터리'}, {'genreNm': '스릴러'}]"
20196655,존 윅 3: 파라벨룸,"[{'genreNm': '액션'}, {'genreNm': '범죄'}, {'genreNm': '스릴러'}]"
20192151,미드소마,[{'genreNm': '공포(호러)'}]
20175771,라이온 킹,"[{'genreNm': '어드벤처'}, {'genreNm': '드라마'}, {'genreNm': '가족'}]"
20196309,스파이더맨: 파 프롬 홈,"[{'genreNm': '액션'}, {'genreNm': '어드벤처'}, {'genreNm': '코미디'}, {'genreNm': 'SF'}]"
20183867,알라딘,"[{'genreNm': '어드벤처'}, {'genreNm': '가족'}, {'genreNm': '판타지'}]"
20184047,토이 스토리 4,"[{'genreNm': '애니메이션'}, {'genreNm': '어드벤처'}, {'genreNm': '코미디'}]"
20183782,기생충,[{'genreNm': '드라마'}]
20185353,기방도령,"[{'genreNm': '코미디'}, {'genreNm': '사극'}]"
20185986,진범,[{'genreNm': '스릴러'}]
20192222,사일런스,"[{'genreNm': '공포(호러)'}, {'genreNm': '스릴러'}]"
20191601,극장판 엉덩이 탐정: 화려한 사건 수첩,[{'genreNm': '애니메이션'}]
20192151,미드소마,[{'genreNm': '공포(호러)'}]
20175771,라이온 킹,"[{'genreNm': '어드벤처'}, {'genreNm': '드라마'}, {'genreNm': '가족'}]"
20182490,나랏말싸미,[{'genreNm': '사극'}]
20183867,알라딘,"[{'genreNm': '어드벤처'}, {'genreNm': '가족'}, {'genreNm': '판타지'}]"
20196309,스파이더맨: 파 프롬 홈,"[{'genreNm': '액션'}, {'genreNm': '어드벤처'}, {'genreNm': '코미디'}, {'genreNm': 'SF'}]"
20198323,레드슈즈,"[{'genreNm': '애니메이션'}, {'genreNm': '코미디'}, {'genreNm': '판타지'}, {'genreNm': '어드벤처'}, {'genreNm': '멜로/로맨스'}]"
20192725,명탐정 코난: 감청의 권,[{'genreNm': '애니메이션'}]
20190002,롱 샷,[{'genreNm': '코미디'}]
20184047,토이 스토리 4,"[{'genreNm': '애니메이션'}, {'genreNm': '어드벤처'}, {'genreNm': '코미디'}]"
20183782,기생충,[{'genreNm': '드라마'}]
20180442,사자,"[{'genreNm': '미스터리'}, {'genreNm': '액션'}, {'genreNm': '판타지'}, {'genreNm': '공포(호러)'}]"
20184621,엑시트,"[{'genreNm': '코미디'}, {'genreNm': '액션'}]"
20180442,사자,"[{'genreNm': '미스터리'}, {'genreNm': '액션'}, {'genreNm': '판타지'}, {'genreNm': '공포(호러)'}]"
20175771,라이온 킹,"[{'genreNm': '어드벤처'}, {'genreNm': '드라마'}, {'genreNm': '가족'}]"
20183844,마이펫의 이중생활 2,"[{'genreNm': '애니메이션'}, {'genreNm': '어드벤처'}, {'genreNm': '코미디'}]"
20183867,알라딘,"[{'genreNm': '어드벤처'}, {'genreNm': '가족'}, {'genreNm': '판타지'}]"
20198323,레드슈즈,"[{'genreNm': '애니메이션'}, {'genreNm': '코미디'}, {'genreNm': '판타지'}, {'genreNm': '어드벤처'}, {'genreNm': '멜로/로맨스'}]"
20182490,나랏말싸미,[{'genreNm': '사극'}]
20196309,스파이더맨: 파 프롬 홈,"[{'genreNm': '액션'}, {'genreNm': '어드벤처'}, {'genreNm': '코미디'}, {'genreNm': 'SF'}]"
20192725,명탐정 코난: 감청의 권,[{'genreNm': '애니메이션'}]
20190002,롱 샷,[{'genreNm': '코미디'}]
20184621,엑시트,"[{'genreNm': '코미디'}, {'genreNm': '액션'}]"
20184462,봉오동 전투,"[{'genreNm': '사극'}, {'genreNm': '액션'}, {'genreNm': '드라마'}]"
20180442,사자,"[{'genreNm': '미스터리'}, {'genreNm': '액션'}, {'genreNm': '판타지'}, {'genreNm': '공포(호러)'}]"
20183844,마이펫의 이중생활 2,"[{'genreNm': '애니메이션'}, {'genreNm': '어드벤처'}, {'genreNm': '코미디'}]"
20193275,브링 더 소울 : 더 무비,[{'genreNm': '기타'}]
20183867,알라딘,"[{'genreNm': '어드벤처'}, {'genreNm': '가족'}, {'genreNm': '판타지'}]"
20175771,라이온 킹,"[{'genreNm': '어드벤처'}, {'genreNm': '드라마'}, {'genreNm': '가족'}]"
20198323,레드슈즈,"[{'genreNm': '애니메이션'}, {'genreNm': '코미디'}, {'genreNm': '판타지'}, {'genreNm': '어드벤처'}, {'genreNm': '멜로/로맨스'}]"
20191741,앵그리 버드 2: 독수리 왕국의 침공,"[{'genreNm': '애니메이션'}, {'genreNm': '액션'}]"
20190741,김복동,[{'genreNm': '다큐멘터리'}]
20196850,분노의 질주: 홉스&쇼,[{'genreNm': '액션'}]
20184462,봉오동 전투,"[{'genreNm': '사극'}, {'genreNm': '액션'}, {'genreNm': '드라마'}]"
20184621,엑시트,"[{'genreNm': '코미디'}, {'genreNm': '액션'}]"
20182241,"안녕, 티라노: 영원히, 함께",[{'genreNm': '애니메이션'}]
20183844,마이펫의 이중생활 2,"[{'genreNm': '애니메이션'}, {'genreNm': '어드벤처'}, {'genreNm': '코미디'}]"
20188404,암전,"[{'genreNm': '미스터리'}, {'genreNm': '공포(호러)'}]"
20180442,사자,"[{'genreNm': '미스터리'}, {'genreNm': '액션'}, {'genreNm': '판타지'}, {'genreNm': '공포(호러)'}]"
20187959,원더랜드,"[{'genreNm': '애니메이션'}, {'genreNm': '코미디'}, {'genreNm': '어드벤처'}, {'genreNm': '가족'}]"
20198323,레드슈즈,"[{'genreNm': '애니메이션'}, {'genreNm': '코미디'}, {'genreNm': '판타지'}, {'genreNm': '어드벤처'}, {'genreNm': '멜로/로맨스'}]"
20183867,알라딘,"[{'genreNm': '어드벤처'}, {'genreNm': '가족'}, {'genreNm': '판타지'}]"
20196850,분노의 질주: 홉스&쇼,[{'genreNm': '액션'}]
20184621,엑시트,"[{'genreNm': '코미디'}, {'genreNm': '액션'}]"
20184543,변신,"[{'genreNm': '공포(호러)'}, {'genreNm': '스릴러'}]"
20184462,봉오동 전투,"[{'genreNm': '사극'}, {'genreNm': '액션'}, {'genreNm': '드라마'}]"
20185985,광대들: 풍문조작단,[{'genreNm': '사극'}]
20171021,커런트 워,[{'genreNm': '드라마'}]
20182241,"안녕, 티라노: 영원히, 함께",[{'genreNm': '애니메이션'}]
20183844,마이펫의 이중생활 2,"[{'genreNm': '애니메이션'}, {'genreNm': '어드벤처'}, {'genreNm': '코미디'}]"
20191604,애프터,"[{'genreNm': '드라마'}, {'genreNm': '멜로/로맨스'}]"
20198323,레드슈즈,"[{'genreNm': '애니메이션'}, {'genreNm': '코미디'}, {'genreNm': '판타지'}, {'genreNm': '어드벤처'}, {'genreNm': '멜로/로맨스'}]"
20184543,변신,"[{'genreNm': '공포(호러)'}, {'genreNm': '스릴러'}]"
20181416,유열의 음악앨범,"[{'genreNm': '멜로/로맨스'}, {'genreNm': '드라마'}]"
20184621,엑시트,"[{'genreNm': '코미디'}, {'genreNm': '액션'}]"
20196850,분노의 질주: 홉스&쇼,[{'genreNm': '액션'}]
20193665,47미터 2,"[{'genreNm': '공포(호러)'}, {'genreNm': '스릴러'}]"
20184462,봉오동 전투,"[{'genreNm': '사극'}, {'genreNm': '액션'}, {'genreNm': '드라마'}]"
20185985,광대들: 풍문조작단,[{'genreNm': '사극'}]
20194384,안나,[{'genreNm': '액션'}]
20171021,커런트 워,[{'genreNm': '드라마'}]
20198323,레드슈즈,"[{'genreNm': '애니메이션'}, {'genreNm': '코미디'}, {'genreNm': '판타지'}, {'genreNm': '어드벤처'}, {'genreNm': '멜로/로맨스'}]"
20181416,유열의 음악앨범,"[{'genreNm': '멜로/로맨스'}, {'genreNm': '드라마'}]"
20192804,그것: 두 번째 이야기,[{'genreNm': '스릴러'}]
20193821,극장판 헬로카봇 : 달나라를 구해줘!,[{'genreNm': '애니메이션'}]
20184621,엑시트,"[{'genreNm': '코미디'}, {'genreNm': '액션'}]"
20184543,변신,"[{'genreNm': '공포(호러)'}, {'genreNm': '스릴러'}]"
20196850,분노의 질주: 홉스&쇼,[{'genreNm': '액션'}]
20193665,47미터 2,"[{'genreNm': '공포(호러)'}, {'genreNm': '스릴러'}]"
20184462,봉오동 전투,"[{'genreNm': '사극'}, {'genreNm': '액션'}, {'genreNm': '드라마'}]"
20194541,안녕 베일리,[{'genreNm': '가족'}]
20185985,광대들: 풍문조작단,[{'genreNm': '사극'}]
20188750,나쁜 녀석들: 더 무비,"[{'genreNm': '범죄'}, {'genreNm': '액션'}]"
20184572,타짜: 원 아이드 잭,"[{'genreNm': '범죄'}, {'genreNm': '드라마'}]"
20187322,"힘을 내요, 미스터 리","[{'genreNm': '코미디'}, {'genreNm': '드라마'}]"
20193821,극장판 헬로카봇 : 달나라를 구해줘!,[{'genreNm': '애니메이션'}]
20184621,엑시트,"[{'genreNm': '코미디'}, {'genreNm': '액션'}]"
20192804,그것: 두 번째 이야기,[{'genreNm': '스릴러'}]
20181416,유열의 음악앨범,"[{'genreNm': '멜로/로맨스'}, {'genreNm': '드라마'}]"
20194045,극장판 반지의 비밀일기,[{'genreNm': '애니메이션'}]
20196850,분노의 질주: 홉스&쇼,[{'genreNm': '액션'}]
20184543,변신,"[{'genreNm': '공포(호러)'}, {'genreNm': '스릴러'}]"
20188750,나쁜 녀석들: 더 무비,"[{'genreNm': '범죄'}, {'genreNm': '액션'}]"
20184572,타짜: 원 아이드 잭,"[{'genreNm': '범죄'}, {'genreNm': '드라마'}]"
20192982,애드 아스트라,"[{'genreNm': 'SF'}, {'genreNm': '스릴러'}]"
20187322,"힘을 내요, 미스터 리","[{'genreNm': '코미디'}, {'genreNm': '드라마'}]"
20193807,예스터데이,[{'genreNm': '드라마'}]
20193821,극장판 헬로카봇 : 달나라를 구해줘!,[{'genreNm': '애니메이션'}]
20184483,퍼펙트맨,"[{'genreNm': '코미디'}, {'genreNm': '드라마'}]"
20192804,그것: 두 번째 이야기,[{'genreNm': '스릴러'}]
20184621,엑시트,"[{'genreNm': '코미디'}, {'genreNm': '액션'}]"
20181103,벌새,[{'genreNm': '드라마'}]
20193601,장사리 : 잊혀진 영웅들,[{'genreNm': '전쟁'}]
20188750,나쁜 녀석들: 더 무비,"[{'genreNm': '범죄'}, {'genreNm': '액션'}]"
20194456,양자물리학,[{'genreNm': '범죄'}]
20199446,원스 어폰 어 타임... 인 할리우드,"[{'genreNm': '드라마'}, {'genreNm': '코미디'}]"
20192982,애드 아스트라,"[{'genreNm': 'SF'}, {'genreNm': '스릴러'}]"
20184572,타짜: 원 아이드 잭,"[{'genreNm': '범죄'}, {'genreNm': '드라마'}]"
20193807,예스터데이,[{'genreNm': '드라마'}]
20184483,퍼펙트맨,"[{'genreNm': '코미디'}, {'genreNm': '드라마'}]"
20187322,"힘을 내요, 미스터 리","[{'genreNm': '코미디'}, {'genreNm': '드라마'}]"
20195968,더 룸,"[{'genreNm': '미스터리'}, {'genreNm': '스릴러'}]"
20199950,조커,"[{'genreNm': '액션'}, {'genreNm': '드라마'}, {'genreNm': '스릴러'}]"
20195920,가장 보통의 연애,"[{'genreNm': '멜로/로맨스'}, {'genreNm': '코미디'}]"
20184483,퍼펙트맨,"[{'genreNm': '코미디'}, {'genreNm': '드라마'}]"
20193601,장사리 : 잊혀진 영웅들,[{'genreNm': '전쟁'}]
20194456,양자물리학,[{'genreNm': '범죄'}]
20188750,나쁜 녀석들: 더 무비,"[{'genreNm': '범죄'}, {'genreNm': '액션'}]"
20195941,소피와 드래곤: 마법책의 비밀,"[{'genreNm': '애니메이션'}, {'genreNm': '판타지'}, {'genreNm': '어드벤처'}]"
20199446,원스 어폰 어 타임... 인 할리우드,"[{'genreNm': '드라마'}, {'genreNm': '코미디'}]"
20196380,몬스터 하우스,"[{'genreNm': '애니메이션'}, {'genreNm': '어드벤처'}]"
20192982,애드 아스트라,"[{'genreNm': 'SF'}, {'genreNm': '스릴러'}]"
20199950,조커,"[{'genreNm': '액션'}, {'genreNm': '드라마'}, {'genreNm': '스릴러'}]"
20195920,가장 보통의 연애,"[{'genreNm': '멜로/로맨스'}, {'genreNm': '코미디'}]"
20184483,퍼펙트맨,"[{'genreNm': '코미디'}, {'genreNm': '드라마'}]"
20191183,제미니 맨,"[{'genreNm': '액션'}, {'genreNm': '드라마'}, {'genreNm': 'SF'}]"
20193601,장사리 : 잊혀진 영웅들,[{'genreNm': '전쟁'}]
20196380,몬스터 하우스,"[{'genreNm': '애니메이션'}, {'genreNm': '어드벤처'}]"
20195941,소피와 드래곤: 마법책의 비밀,"[{'genreNm': '애니메이션'}, {'genreNm': '판타지'}, {'genreNm': '어드벤처'}]"
20197691,잃어버린 세계를 찾아서,"[{'genreNm': '애니메이션'}, {'genreNm': '어드벤처'}]"
20184243,판소리 복서,"[{'genreNm': '코미디'}, {'genreNm': '드라마'}]"
20199446,원스 어폰 어 타임... 인 할리우드,"[{'genreNm': '드라마'}, {'genreNm': '코미디'}]"
20199950,조커,"[{'genreNm': '액션'}, {'genreNm': '드라마'}, {'genreNm': '스릴러'}]"
20191589,말레피센트 2,"[{'genreNm': '어드벤처'}, {'genreNm': '가족'}, {'genreNm': '판타지'}]"
20195920,가장 보통의 연애,"[{'genreNm': '멜로/로맨스'}, {'genreNm': '코미디'}]"
20184483,퍼펙트맨,"[{'genreNm': '코미디'}, {'genreNm': '드라마'}]"
20185361,두번할까요,"[{'genreNm': '코미디'}, {'genreNm': '멜로/로맨스'}]"
20191183,제미니 맨,"[{'genreNm': '액션'}, {'genreNm': '드라마'}, {'genreNm': 'SF'}]"
20194223,너를 만난 여름,"[{'genreNm': '드라마'}, {'genreNm': '멜로/로맨스'}]"
20193601,장사리 : 잊혀진 영웅들,[{'genreNm': '전쟁'}]
20183407,버티고,"[{'genreNm': '드라마'}, {'genreNm': '멜로/로맨스'}]"
20190280,날씨의 아이,"[{'genreNm': '애니메이션'}, {'genreNm': '판타지'}, {'genreNm': '멜로/로맨스'}]"
20191029,82년생 김지영,[{'genreNm': '드라마'}]
20191589,말레피센트 2,"[{'genreNm': '어드벤처'}, {'genreNm': '가족'}, {'genreNm': '판타지'}]"
20199950,조커,"[{'genreNm': '액션'}, {'genreNm': '드라마'}, {'genreNm': '스릴러'}]"
20195920,가장 보통의 연애,"[{'genreNm': '멜로/로맨스'}, {'genreNm': '코미디'}]"
20196136,람보 : 라스트 워,[{'genreNm': '액션'}]
20184483,퍼펙트맨,"[{'genreNm': '코미디'}, {'genreNm': '드라마'}]"
20185361,두번할까요,"[{'genreNm': '코미디'}, {'genreNm': '멜로/로맨스'}]"
20197054,빅트립: 아기팬더 배달 대모험,[{'genreNm': '애니메이션'}]
20198961,더 킹: 헨리 5세,[{'genreNm': '드라마'}]
19910247,터미네이터2 3D,"[{'genreNm': '액션'}, {'genreNm': 'SF'}, {'genreNm': '스릴러'}]"
20191029,82년생 김지영,[{'genreNm': '드라마'}]
20192083,터미네이터: 다크 페이트,"[{'genreNm': '액션'}, {'genreNm': '어드벤처'}, {'genreNm': 'SF'}]"
20190280,날씨의 아이,"[{'genreNm': '애니메이션'}, {'genreNm': '판타지'}, {'genreNm': '멜로/로맨스'}]"
