0,1,2
20181942,맘마미아!2,[{'genreNm': '뮤지컬'}]
20181181,미션 임파서블: 폴아웃,"[{'genreNm': '액션'}, {'genreNm': '스릴러'}]"
20184802,몬스터 호텔 3,"[{'genreNm': '애니메이션'}, {'genreNm': '코미디'}, {'genreNm': '가족'}, {'genreNm': '판타지'}]"
20187427,명탐정 코난 : 제로의 집행인,[{'genreNm': '애니메이션'}]
20186501,극장판 헬로카봇 : 백악기 시대,[{'genreNm': '애니메이션'}]
20183361,인크레더블 2,"[{'genreNm': '애니메이션'}, {'genreNm': '액션'}, {'genreNm': '어드벤처'}, {'genreNm': '코미디'}, {'genreNm': '가족'}]"
20185242,신비아파트: 금빛 도깨비와 비밀의 동굴,"[{'genreNm': '애니메이션'}, {'genreNm': '판타지'}, {'genreNm': '어드벤처'}]"
20186121,어느 가족,[{'genreNm': '드라마'}]
20179101,공작,[{'genreNm': '드라마'}]
20186202,신과함께-인과 연,"[{'genreNm': '판타지'}, {'genreNm': '드라마'}]"
20170670,목격자,[{'genreNm': '스릴러'}]
20181942,맘마미아!2,[{'genreNm': '뮤지컬'}]
20183584,메가로돈,"[{'genreNm': '액션'}, {'genreNm': '공포(호러)'}, {'genreNm': 'SF'}]"
20184802,몬스터 호텔 3,"[{'genreNm': '애니메이션'}, {'genreNm': '코미디'}, {'genreNm': '가족'}, {'genreNm': '판타지'}]"
20181181,미션 임파서블: 폴아웃,"[{'genreNm': '액션'}, {'genreNm': '스릴러'}]"
20187641,극장판 도라에몽: 진구의 보물섬,"[{'genreNm': '애니메이션'}, {'genreNm': 'SF'}, {'genreNm': '어드벤처'}]"
20187427,명탐정 코난 : 제로의 집행인,[{'genreNm': '애니메이션'}]
20186501,극장판 헬로카봇 : 백악기 시대,[{'genreNm': '애니메이션'}]
20153446,너의 결혼식,[{'genreNm': '멜로/로맨스'}]
20170670,목격자,[{'genreNm': '스릴러'}]
20179101,공작,[{'genreNm': '드라마'}]
20186202,신과함께-인과 연,"[{'genreNm': '판타지'}, {'genreNm': '드라마'}]"
20181942,맘마미아!2,[{'genreNm': '뮤지컬'}]
20187647,나를 차버린 스파이,"[{'genreNm': '액션'}, {'genreNm': '코미디'}]"
20184802,몬스터 호텔 3,"[{'genreNm': '애니메이션'}, {'genreNm': '코미디'}, {'genreNm': '가족'}, {'genreNm': '판타지'}]"
20183584,메가로돈,"[{'genreNm': '액션'}, {'genreNm': '공포(호러)'}, {'genreNm': 'SF'}]"
20181181,미션 임파서블: 폴아웃,"[{'genreNm': '액션'}, {'genreNm': '스릴러'}]"
20187657,마일22,"[{'genreNm': '액션'}, {'genreNm': '어드벤처'}, {'genreNm': '스릴러'}]"
20153446,너의 결혼식,[{'genreNm': '멜로/로맨스'}]
20185046,서치,[{'genreNm': '드라마'}]
20177537,상류사회,[{'genreNm': '드라마'}]
20170670,목격자,[{'genreNm': '스릴러'}]
20186202,신과함께-인과 연,"[{'genreNm': '판타지'}, {'genreNm': '드라마'}]"
20179101,공작,[{'genreNm': '드라마'}]
20181942,맘마미아!2,[{'genreNm': '뮤지컬'}]
20187647,나를 차버린 스파이,"[{'genreNm': '액션'}, {'genreNm': '코미디'}]"
20181181,미션 임파서블: 폴아웃,"[{'genreNm': '액션'}, {'genreNm': '스릴러'}]"
20139221,그래비티,"[{'genreNm': 'SF'}, {'genreNm': '드라마'}]"
20185046,서치,[{'genreNm': '드라마'}]
20153446,너의 결혼식,[{'genreNm': '멜로/로맨스'}]
20177537,상류사회,[{'genreNm': '드라마'}]
20189362,업그레이드,[{'genreNm': '액션'}]
20186202,신과함께-인과 연,"[{'genreNm': '판타지'}, {'genreNm': '드라마'}]"
20181942,맘마미아!2,[{'genreNm': '뮤지컬'}]
20179101,공작,[{'genreNm': '드라마'}]
20170670,목격자,[{'genreNm': '스릴러'}]
20189261,어드리프트:우리가 함께한 바다,"[{'genreNm': '멜로/로맨스'}, {'genreNm': '드라마'}]"
20187647,나를 차버린 스파이,"[{'genreNm': '액션'}, {'genreNm': '코미디'}]"
20185046,서치,[{'genreNm': '드라마'}]
20156554,물괴,"[{'genreNm': '액션'}, {'genreNm': '사극'}]"
20153446,너의 결혼식,[{'genreNm': '멜로/로맨스'}]
20188581,더 프레데터,"[{'genreNm': 'SF'}, {'genreNm': '액션'}, {'genreNm': '스릴러'}]"
20189362,업그레이드,[{'genreNm': '액션'}]
20177537,상류사회,[{'genreNm': '드라마'}]
20181942,맘마미아!2,[{'genreNm': '뮤지컬'}]
20186202,신과함께-인과 연,"[{'genreNm': '판타지'}, {'genreNm': '드라마'}]"
20179101,공작,[{'genreNm': '드라마'}]
20176122,안시성,"[{'genreNm': '사극'}, {'genreNm': '액션'}]"
20176122,안시성,"[{'genreNm': '사극'}, {'genreNm': '액션'}]"
20172204,명당,[{'genreNm': '사극'}]
20177308,협상,[{'genreNm': '범죄'}]
20189262,더 넌,[{'genreNm': '공포(호러)'}]
20185046,서치,[{'genreNm': '드라마'}]
20156554,물괴,"[{'genreNm': '액션'}, {'genreNm': '사극'}]"
20188304,극장판 요괴워치 섀도사이드: 도깨비왕의 부활,[{'genreNm': '애니메이션'}]
20153446,너의 결혼식,[{'genreNm': '멜로/로맨스'}]
20189268,루이스,[{'genreNm': '애니메이션'}]
20188581,더 프레데터,"[{'genreNm': 'SF'}, {'genreNm': '액션'}, {'genreNm': '스릴러'}]"
20176122,안시성,"[{'genreNm': '사극'}, {'genreNm': '액션'}]"
20172204,명당,[{'genreNm': '사극'}]
20177308,협상,[{'genreNm': '범죄'}]
20189262,더 넌,[{'genreNm': '공포(호러)'}]
20167903,원더풀 고스트,"[{'genreNm': '코미디'}, {'genreNm': '드라마'}, {'genreNm': '범죄'}]"
20185046,서치,[{'genreNm': '드라마'}]
20188304,극장판 요괴워치 섀도사이드: 도깨비왕의 부활,[{'genreNm': '애니메이션'}]
20189268,루이스,[{'genreNm': '애니메이션'}]
20180167,에그엔젤 코코밍: 두근두근 핼러윈 파티,[{'genreNm': '애니메이션'}]
20189746,극장판 뽀잉: 슈퍼 변신의 비밀,[{'genreNm': '애니메이션'}]
20177221,베놈,"[{'genreNm': '액션'}, {'genreNm': 'SF'}, {'genreNm': '스릴러'}]"
20179189,암수살인,"[{'genreNm': '범죄'}, {'genreNm': '드라마'}]"
20176122,안시성,"[{'genreNm': '사극'}, {'genreNm': '액션'}]"
20189123,곰돌이 푸 다시 만나 행복해,[{'genreNm': '어드벤처'}]
20177308,협상,[{'genreNm': '범죄'}]
20172204,명당,[{'genreNm': '사극'}]
20167903,원더풀 고스트,"[{'genreNm': '코미디'}, {'genreNm': '드라마'}, {'genreNm': '범죄'}]"
20189462,셜록 놈즈,"[{'genreNm': '애니메이션'}, {'genreNm': '코미디'}]"
20189262,더 넌,[{'genreNm': '공포(호러)'}]
20185046,서치,[{'genreNm': '드라마'}]
20179189,암수살인,"[{'genreNm': '범죄'}, {'genreNm': '드라마'}]"
20177221,베놈,"[{'genreNm': '액션'}, {'genreNm': 'SF'}, {'genreNm': '스릴러'}]"
20176122,안시성,"[{'genreNm': '사극'}, {'genreNm': '액션'}]"
20189067,미쓰백,[{'genreNm': '드라마'}]
20189123,곰돌이 푸 다시 만나 행복해,[{'genreNm': '어드벤처'}]
20180523,스타 이즈 본,"[{'genreNm': '드라마'}, {'genreNm': '멜로/로맨스'}]"
20180770,다이노 어드벤처2: 육해공 공룡 대백과,"[{'genreNm': '애니메이션'}, {'genreNm': '액션'}, {'genreNm': '가족'}]"
20189462,셜록 놈즈,"[{'genreNm': '애니메이션'}, {'genreNm': '코미디'}]"
20177308,협상,[{'genreNm': '범죄'}]
20188661,에브리데이,[{'genreNm': '멜로/로맨스'}]
20179189,암수살인,"[{'genreNm': '범죄'}, {'genreNm': '드라마'}]"
20177221,베놈,"[{'genreNm': '액션'}, {'genreNm': 'SF'}, {'genreNm': '스릴러'}]"
20186321,퍼스트맨,"[{'genreNm': 'SF'}, {'genreNm': '드라마'}]"
20189067,미쓰백,[{'genreNm': '드라마'}]
20180523,스타 이즈 본,"[{'genreNm': '드라마'}, {'genreNm': '멜로/로맨스'}]"
20189123,곰돌이 푸 다시 만나 행복해,[{'genreNm': '어드벤처'}]
20176122,안시성,"[{'genreNm': '사극'}, {'genreNm': '액션'}]"
20184678,배반의 장미,[{'genreNm': '코미디'}]
20187521,펭귄 하이웨이,"[{'genreNm': '애니메이션'}, {'genreNm': '어드벤처'}, {'genreNm': '판타지'}]"
20180628,액슬,"[{'genreNm': '액션'}, {'genreNm': '어드벤처'}]"
20174981,창궐,"[{'genreNm': '사극'}, {'genreNm': '액션'}]"
20179189,암수살인,"[{'genreNm': '범죄'}, {'genreNm': '드라마'}]"
20186321,퍼스트맨,"[{'genreNm': 'SF'}, {'genreNm': '드라마'}]"
20189067,미쓰백,[{'genreNm': '드라마'}]
20177221,베놈,"[{'genreNm': '액션'}, {'genreNm': 'SF'}, {'genreNm': '스릴러'}]"
20182403,크레이지 리치 아시안,"[{'genreNm': '멜로/로맨스'}, {'genreNm': '코미디'}]"
20010291,해리포터와 마법사의 돌,"[{'genreNm': '가족'}, {'genreNm': '판타지'}]"
20180523,스타 이즈 본,"[{'genreNm': '드라마'}, {'genreNm': '멜로/로맨스'}]"
20177538,완벽한 타인,"[{'genreNm': '드라마'}, {'genreNm': '코미디'}]"
20189123,곰돌이 푸 다시 만나 행복해,[{'genreNm': '어드벤처'}]
20177538,완벽한 타인,"[{'genreNm': '드라마'}, {'genreNm': '코미디'}]"
20185485,보헤미안 랩소디,[{'genreNm': '드라마'}]
20174981,창궐,"[{'genreNm': '사극'}, {'genreNm': '액션'}]"
20181404,벽 속에 숨은 마법시계,"[{'genreNm': '판타지'}, {'genreNm': '공포(호러)'}, {'genreNm': '미스터리'}, {'genreNm': 'SF'}, {'genreNm': '스릴러'}]"
20010291,해리포터와 마법사의 돌,"[{'genreNm': '가족'}, {'genreNm': '판타지'}]"
20180987,할로윈,[{'genreNm': '공포(호러)'}]
20179189,암수살인,"[{'genreNm': '범죄'}, {'genreNm': '드라마'}]"
20189067,미쓰백,[{'genreNm': '드라마'}]
20180523,스타 이즈 본,"[{'genreNm': '드라마'}, {'genreNm': '멜로/로맨스'}]"
20182403,크레이지 리치 아시안,"[{'genreNm': '멜로/로맨스'}, {'genreNm': '코미디'}]"
20177538,완벽한 타인,"[{'genreNm': '드라마'}, {'genreNm': '코미디'}]"
20185485,보헤미안 랩소디,[{'genreNm': '드라마'}]
20170513,동네사람들,"[{'genreNm': '액션'}, {'genreNm': '스릴러'}]"
20181171,바울,[{'genreNm': '드라마'}]
20174981,창궐,"[{'genreNm': '사극'}, {'genreNm': '액션'}]"
20010291,해리포터와 마법사의 돌,"[{'genreNm': '가족'}, {'genreNm': '판타지'}]"
20179006,여곡성,"[{'genreNm': '공포(호러)'}, {'genreNm': '미스터리'}]"
20181404,벽 속에 숨은 마법시계,"[{'genreNm': '판타지'}, {'genreNm': '공포(호러)'}, {'genreNm': '미스터리'}, {'genreNm': 'SF'}, {'genreNm': '스릴러'}]"
20180523,스타 이즈 본,"[{'genreNm': '드라마'}, {'genreNm': '멜로/로맨스'}]"
20182693,구스범스: 몬스터의 역습,"[{'genreNm': '판타지'}, {'genreNm': '어드벤처'}]"
20176814,신비한 동물들과 그린델왈드의 범죄,[{'genreNm': '판타지'}]
20185485,보헤미안 랩소디,[{'genreNm': '드라마'}]
20177538,완벽한 타인,"[{'genreNm': '드라마'}, {'genreNm': '코미디'}]"
20183050,번 더 스테이지: 더 무비,[{'genreNm': '기타'}]
20170513,동네사람들,"[{'genreNm': '액션'}, {'genreNm': '스릴러'}]"
20184481,성난황소,"[{'genreNm': '범죄'}, {'genreNm': '액션'}]"
20181171,바울,[{'genreNm': '드라마'}]
20182935,출국,[{'genreNm': '드라마'}]
20186822,너의 췌장을 먹고 싶어,"[{'genreNm': '애니메이션'}, {'genreNm': '드라마'}]"
20189869,해피 투게더,"[{'genreNm': '드라마'}, {'genreNm': '코미디'}]"
20185485,보헤미안 랩소디,[{'genreNm': '드라마'}]
20184481,성난황소,"[{'genreNm': '범죄'}, {'genreNm': '액션'}]"
20176814,신비한 동물들과 그린델왈드의 범죄,[{'genreNm': '판타지'}]
20177538,완벽한 타인,"[{'genreNm': '드라마'}, {'genreNm': '코미디'}]"
20183050,번 더 스테이지: 더 무비,[{'genreNm': '기타'}]
20183073,베일리 어게인,"[{'genreNm': '어드벤처'}, {'genreNm': '드라마'}, {'genreNm': '코미디'}]"
20181171,바울,[{'genreNm': '드라마'}]
20182935,출국,[{'genreNm': '드라마'}]
20182669,툴리,[{'genreNm': '드라마'}]
20186822,너의 췌장을 먹고 싶어,"[{'genreNm': '애니메이션'}, {'genreNm': '드라마'}]"
20177552,국가부도의 날,[{'genreNm': '드라마'}]
20185485,보헤미안 랩소디,[{'genreNm': '드라마'}]
20184481,성난황소,"[{'genreNm': '범죄'}, {'genreNm': '액션'}]"
20177538,완벽한 타인,"[{'genreNm': '드라마'}, {'genreNm': '코미디'}]"
20181905,후드,[{'genreNm': '어드벤처'}]
20176814,신비한 동물들과 그린델왈드의 범죄,[{'genreNm': '판타지'}]
20183073,베일리 어게인,"[{'genreNm': '어드벤처'}, {'genreNm': '드라마'}, {'genreNm': '코미디'}]"
20181171,바울,[{'genreNm': '드라마'}]
20183007,거미줄에 걸린 소녀,"[{'genreNm': '액션'}, {'genreNm': '스릴러'}, {'genreNm': '범죄'}]"
20182966,투 프렌즈,"[{'genreNm': '애니메이션'}, {'genreNm': '어드벤처'}]"
20177552,국가부도의 날,[{'genreNm': '드라마'}]
20185485,보헤미안 랩소디,[{'genreNm': '드라마'}]
20179230,도어락,"[{'genreNm': '스릴러'}, {'genreNm': '드라마'}]"
20189843,호두까기 인형과 4개의 왕국,"[{'genreNm': '판타지'}, {'genreNm': '드라마'}]"
20178825,모털 엔진,"[{'genreNm': '액션'}, {'genreNm': '어드벤처'}, {'genreNm': 'SF'}]"
20183745,런닝맨 : 풀룰루의 역습,[{'genreNm': '애니메이션'}]
20184481,성난황소,"[{'genreNm': '범죄'}, {'genreNm': '액션'}]"
20177538,완벽한 타인,"[{'genreNm': '드라마'}, {'genreNm': '코미디'}]"
20181905,후드,[{'genreNm': '어드벤처'}]
20176814,신비한 동물들과 그린델왈드의 범죄,[{'genreNm': '판타지'}]
20185485,보헤미안 랩소디,[{'genreNm': '드라마'}]
20177552,국가부도의 날,[{'genreNm': '드라마'}]
20179230,도어락,"[{'genreNm': '스릴러'}, {'genreNm': '드라마'}]"
20183238,스파이더맨: 뉴 유니버스,"[{'genreNm': '애니메이션'}, {'genreNm': '액션'}, {'genreNm': '가족'}]"
20189843,호두까기 인형과 4개의 왕국,"[{'genreNm': '판타지'}, {'genreNm': '드라마'}]"
20182082,부탁 하나만 들어줘,"[{'genreNm': '스릴러'}, {'genreNm': '미스터리'}]"
20175547,스윙키즈,[{'genreNm': '드라마'}]
20178825,모털 엔진,"[{'genreNm': '액션'}, {'genreNm': '어드벤처'}, {'genreNm': 'SF'}]"
20183745,런닝맨 : 풀룰루의 역습,[{'genreNm': '애니메이션'}]
20177538,완벽한 타인,"[{'genreNm': '드라마'}, {'genreNm': '코미디'}]"
20180290,아쿠아맨,[{'genreNm': '액션'}]
20168773,마약왕,"[{'genreNm': '범죄'}, {'genreNm': '드라마'}]"
20175547,스윙키즈,[{'genreNm': '드라마'}]
20185485,보헤미안 랩소디,[{'genreNm': '드라마'}]
20182421,그린치,"[{'genreNm': '애니메이션'}, {'genreNm': '코미디'}]"
20177552,국가부도의 날,[{'genreNm': '드라마'}]
20183238,스파이더맨: 뉴 유니버스,"[{'genreNm': '애니메이션'}, {'genreNm': '액션'}, {'genreNm': '가족'}]"
20179230,도어락,"[{'genreNm': '스릴러'}, {'genreNm': '드라마'}]"
20183479,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,[{'genreNm': '애니메이션'}]
20183375,극장판 포켓몬스터 모두의 이야기,[{'genreNm': '애니메이션'}]
20180290,아쿠아맨,[{'genreNm': '액션'}]
20186281,범블비,"[{'genreNm': '액션'}, {'genreNm': '어드벤처'}, {'genreNm': 'SF'}]"
20170658,PMC: 더 벙커,[{'genreNm': '액션'}]
20185485,보헤미안 랩소디,[{'genreNm': '드라마'}]
20168773,마약왕,"[{'genreNm': '범죄'}, {'genreNm': '드라마'}]"
20175547,스윙키즈,[{'genreNm': '드라마'}]
20183785,점박이 한반도의 공룡2 : 새로운 낙원,[{'genreNm': '애니메이션'}]
20182421,그린치,"[{'genreNm': '애니메이션'}, {'genreNm': '코미디'}]"
20183479,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,[{'genreNm': '애니메이션'}]
20183238,스파이더맨: 뉴 유니버스,"[{'genreNm': '애니메이션'}, {'genreNm': '액션'}, {'genreNm': '가족'}]"
20180290,아쿠아맨,[{'genreNm': '액션'}]
20189463,주먹왕 랄프 2: 인터넷 속으로,"[{'genreNm': '애니메이션'}, {'genreNm': '어드벤처'}, {'genreNm': '코미디'}, {'genreNm': '가족'}]"
20170658,PMC: 더 벙커,[{'genreNm': '액션'}]
20185485,보헤미안 랩소디,[{'genreNm': '드라마'}]
20186281,범블비,"[{'genreNm': '액션'}, {'genreNm': '어드벤처'}, {'genreNm': 'SF'}]"
20175547,스윙키즈,[{'genreNm': '드라마'}]
20183785,점박이 한반도의 공룡2 : 새로운 낙원,[{'genreNm': '애니메이션'}]
20184187,언니,[{'genreNm': '액션'}]
20184105,말모이,[{'genreNm': '드라마'}]
20182421,그린치,"[{'genreNm': '애니메이션'}, {'genreNm': '코미디'}]"
20184105,말모이,[{'genreNm': '드라마'}]
20176251,내안의 그놈,"[{'genreNm': '판타지'}, {'genreNm': '코미디'}]"
20189463,주먹왕 랄프 2: 인터넷 속으로,"[{'genreNm': '애니메이션'}, {'genreNm': '어드벤처'}, {'genreNm': '코미디'}, {'genreNm': '가족'}]"
20180290,아쿠아맨,[{'genreNm': '액션'}]
20183915,극장판 공룡메카드: 타이니소어의 섬,[{'genreNm': '애니메이션'}]
20185485,보헤미안 랩소디,[{'genreNm': '드라마'}]
20184574,그린 북,[{'genreNm': '드라마'}]
20186281,범블비,"[{'genreNm': '액션'}, {'genreNm': '어드벤처'}, {'genreNm': 'SF'}]"
20170658,PMC: 더 벙커,[{'genreNm': '액션'}]
20175547,스윙키즈,[{'genreNm': '드라마'}]
20184105,말모이,[{'genreNm': '드라마'}]
20176251,내안의 그놈,"[{'genreNm': '판타지'}, {'genreNm': '코미디'}]"
20182544,글래스,"[{'genreNm': '드라마'}, {'genreNm': '미스터리'}, {'genreNm': 'SF'}, {'genreNm': '스릴러'}]"
20189463,주먹왕 랄프 2: 인터넷 속으로,"[{'genreNm': '애니메이션'}, {'genreNm': '어드벤처'}, {'genreNm': '코미디'}, {'genreNm': '가족'}]"
20186324,언더독,[{'genreNm': '애니메이션'}]
20180290,아쿠아맨,[{'genreNm': '액션'}]
20183915,극장판 공룡메카드: 타이니소어의 섬,[{'genreNm': '애니메이션'}]
20185485,보헤미안 랩소디,[{'genreNm': '드라마'}]
20182588,미래의 미라이,[{'genreNm': '애니메이션'}]
20184574,그린 북,[{'genreNm': '드라마'}]
20182530,극한직업,[{'genreNm': '코미디'}]
20184105,말모이,[{'genreNm': '드라마'}]
20176251,내안의 그놈,"[{'genreNm': '판타지'}, {'genreNm': '코미디'}]"
20185124,러브 유어셀프 인 서울,[{'genreNm': '공연'}]
20189463,주먹왕 랄프 2: 인터넷 속으로,"[{'genreNm': '애니메이션'}, {'genreNm': '어드벤처'}, {'genreNm': '코미디'}, {'genreNm': '가족'}]"
20182544,글래스,"[{'genreNm': '드라마'}, {'genreNm': '미스터리'}, {'genreNm': 'SF'}, {'genreNm': '스릴러'}]"
20186324,언더독,[{'genreNm': '애니메이션'}]
20185485,보헤미안 랩소디,[{'genreNm': '드라마'}]
20184574,그린 북,[{'genreNm': '드라마'}]
20189385,몬스터 파크,"[{'genreNm': '애니메이션'}, {'genreNm': '어드벤처'}, {'genreNm': '코미디'}, {'genreNm': '가족'}, {'genreNm': '판타지'}]"
20182530,극한직업,[{'genreNm': '코미디'}]
20180868,뺑반,"[{'genreNm': '범죄'}, {'genreNm': '액션'}]"
20186261,드래곤 길들이기 3,[{'genreNm': '애니메이션'}]
20185478,극장판 헬로카봇: 옴파로스 섬의 비밀,[{'genreNm': '애니메이션'}]
20184105,말모이,[{'genreNm': '드라마'}]
20185124,러브 유어셀프 인 서울,[{'genreNm': '공연'}]
20176251,내안의 그놈,"[{'genreNm': '판타지'}, {'genreNm': '코미디'}]"
20184896,가버나움,[{'genreNm': '드라마'}]
20184574,그린 북,[{'genreNm': '드라마'}]
20189463,주먹왕 랄프 2: 인터넷 속으로,"[{'genreNm': '애니메이션'}, {'genreNm': '어드벤처'}, {'genreNm': '코미디'}, {'genreNm': '가족'}]"
20182530,극한직업,[{'genreNm': '코미디'}]
20188282,알리타: 배틀 엔젤,"[{'genreNm': '액션'}, {'genreNm': '어드벤처'}, {'genreNm': '멜로/로맨스'}, {'genreNm': 'SF'}, {'genreNm': '스릴러'}]"
20180868,뺑반,"[{'genreNm': '범죄'}, {'genreNm': '액션'}]"
20186261,드래곤 길들이기 3,[{'genreNm': '애니메이션'}]
20185478,극장판 헬로카봇: 옴파로스 섬의 비밀,[{'genreNm': '애니메이션'}]
20185444,레고 무비2,"[{'genreNm': '애니메이션'}, {'genreNm': '액션'}, {'genreNm': '어드벤처'}]"
20184105,말모이,[{'genreNm': '드라마'}]
20185124,러브 유어셀프 인 서울,[{'genreNm': '공연'}]
20184574,그린 북,[{'genreNm': '드라마'}]
20184896,가버나움,[{'genreNm': '드라마'}]
20182530,극한직업,[{'genreNm': '코미디'}]
20185881,증인,[{'genreNm': '드라마'}]
20188282,알리타: 배틀 엔젤,"[{'genreNm': '액션'}, {'genreNm': '어드벤처'}, {'genreNm': '멜로/로맨스'}, {'genreNm': 'SF'}, {'genreNm': '스릴러'}]"
20195915,해피 데스데이 2 유,"[{'genreNm': '공포(호러)'}, {'genreNm': '코미디'}]"
20174169,기묘한 가족,"[{'genreNm': '코미디'}, {'genreNm': '가족'}]"
20186261,드래곤 길들이기 3,[{'genreNm': '애니메이션'}]
20184888,메리 포핀스 리턴즈,"[{'genreNm': '판타지'}, {'genreNm': '뮤지컬'}]"
20180868,뺑반,"[{'genreNm': '범죄'}, {'genreNm': '액션'}]"
20162003,명탐정 코난:전율의 악보,"[{'genreNm': '애니메이션'}, {'genreNm': '미스터리'}]"
20185478,극장판 헬로카봇: 옴파로스 섬의 비밀,[{'genreNm': '애니메이션'}]
20177539,사바하,"[{'genreNm': '미스터리'}, {'genreNm': '스릴러'}]"
20182530,극한직업,[{'genreNm': '코미디'}]
20185881,증인,[{'genreNm': '드라마'}]
20188282,알리타: 배틀 엔젤,"[{'genreNm': '액션'}, {'genreNm': '어드벤처'}, {'genreNm': '멜로/로맨스'}, {'genreNm': 'SF'}, {'genreNm': '스릴러'}]"
20195743,신데렐라:마법 반지의 비밀,"[{'genreNm': '애니메이션'}, {'genreNm': '판타지'}]"
20195915,해피 데스데이 2 유,"[{'genreNm': '공포(호러)'}, {'genreNm': '코미디'}]"
20186261,드래곤 길들이기 3,[{'genreNm': '애니메이션'}]
20020222,해리포터와 비밀의 방,[{'genreNm': '드라마'}]
20185576,콜드 체이싱,[{'genreNm': '액션'}]
20184888,메리 포핀스 리턴즈,"[{'genreNm': '판타지'}, {'genreNm': '뮤지컬'}]"
20177539,사바하,"[{'genreNm': '미스터리'}, {'genreNm': '스릴러'}]"
20196601,항거:유관순 이야기,[{'genreNm': '드라마'}]
20185881,증인,[{'genreNm': '드라마'}]
20182530,극한직업,[{'genreNm': '코미디'}]
20176442,자전차왕 엄복동,[{'genreNm': '드라마'}]
20195743,신데렐라:마법 반지의 비밀,"[{'genreNm': '애니메이션'}, {'genreNm': '판타지'}]"
20195791,"어쩌다, 결혼","[{'genreNm': '멜로/로맨스'}, {'genreNm': '코미디'}]"
20186261,드래곤 길들이기 3,[{'genreNm': '애니메이션'}]
20180937,더 페이버릿: 여왕의 여자,[{'genreNm': '드라마'}]
20188282,알리타: 배틀 엔젤,"[{'genreNm': '액션'}, {'genreNm': '어드벤처'}, {'genreNm': '멜로/로맨스'}, {'genreNm': 'SF'}, {'genreNm': '스릴러'}]"
20181877,캡틴 마블,"[{'genreNm': '액션'}, {'genreNm': '어드벤처'}, {'genreNm': 'SF'}]"
20196601,항거:유관순 이야기,[{'genreNm': '드라마'}]
20177539,사바하,"[{'genreNm': '미스터리'}, {'genreNm': '스릴러'}]"
20185881,증인,[{'genreNm': '드라마'}]
20182530,극한직업,[{'genreNm': '코미디'}]
20184574,그린 북,[{'genreNm': '드라마'}]
20180937,더 페이버릿: 여왕의 여자,[{'genreNm': '드라마'}]
20177282,리노,"[{'genreNm': '애니메이션'}, {'genreNm': '어드벤처'}, {'genreNm': '가족'}]"
20176442,자전차왕 엄복동,[{'genreNm': '드라마'}]
20195743,신데렐라:마법 반지의 비밀,"[{'genreNm': '애니메이션'}, {'genreNm': '판타지'}]"
20181877,캡틴 마블,"[{'genreNm': '액션'}, {'genreNm': '어드벤처'}, {'genreNm': 'SF'}]"
20197283,이스케이프 룸,"[{'genreNm': '액션'}, {'genreNm': '공포(호러)'}, {'genreNm': '스릴러'}]"
20196601,항거:유관순 이야기,[{'genreNm': '드라마'}]
20176103,돈,[{'genreNm': '범죄'}]
20182530,극한직업,[{'genreNm': '코미디'}]
20197356,라스트 미션,[{'genreNm': '드라마'}]
20185881,증인,[{'genreNm': '드라마'}]
20177539,사바하,"[{'genreNm': '미스터리'}, {'genreNm': '스릴러'}]"
20184574,그린 북,[{'genreNm': '드라마'}]
20196723,숲속왕국의 꿀벌 여왕,"[{'genreNm': '애니메이션'}, {'genreNm': '어드벤처'}, {'genreNm': '코미디'}]"
20176103,돈,[{'genreNm': '범죄'}]
20181877,캡틴 마블,"[{'genreNm': '액션'}, {'genreNm': '어드벤처'}, {'genreNm': 'SF'}]"
20197846,악질경찰,"[{'genreNm': '범죄'}, {'genreNm': '드라마'}]"
20197283,이스케이프 룸,"[{'genreNm': '액션'}, {'genreNm': '공포(호러)'}, {'genreNm': '스릴러'}]"
20175407,우상,[{'genreNm': '스릴러'}]
20197356,라스트 미션,[{'genreNm': '드라마'}]
20198603,페이트 스테이 나이트 헤븐즈필 제2장 로스트 버터플라이,"[{'genreNm': '애니메이션'}, {'genreNm': '액션'}, {'genreNm': '판타지'}]"
20197617,정글북: 마법 원정대,"[{'genreNm': '애니메이션'}, {'genreNm': '어드벤처'}, {'genreNm': '판타지'}]"
20184574,그린 북,[{'genreNm': '드라마'}]
20196601,항거:유관순 이야기,[{'genreNm': '드라마'}]
20176103,돈,[{'genreNm': '범죄'}]
20185352,어스,"[{'genreNm': '공포(호러)'}, {'genreNm': '스릴러'}]"
20181877,캡틴 마블,"[{'genreNm': '액션'}, {'genreNm': '어드벤처'}, {'genreNm': 'SF'}]"
20196025,덤보,"[{'genreNm': '가족'}, {'genreNm': '판타지'}]"
20183773,장난스런 키스,[{'genreNm': '멜로/로맨스'}]
20197846,악질경찰,"[{'genreNm': '범죄'}, {'genreNm': '드라마'}]"
20175407,우상,[{'genreNm': '스릴러'}]
20166301,썬키스 패밀리,"[{'genreNm': '가족'}, {'genreNm': '멜로/로맨스'}, {'genreNm': '코미디'}]"
20197483,1919 유관순,[{'genreNm': '다큐멘터리'}]
20198146,콜레트,[{'genreNm': '드라마'}]
20196244,샤잠!,[{'genreNm': '액션'}]
20176103,돈,[{'genreNm': '범죄'}]
20185352,어스,"[{'genreNm': '공포(호러)'}, {'genreNm': '스릴러'}]"
